000,1,0,0,0,0,0,1
000,2,0,0,0,0,0,1
000,3,0,0,0,0,0,1
000,4,0,0,0,0,0,1
000,5,0,0,0,0,0,1
000,6,0,0,0,0,0,1
000,7,0,0,0,0,0,1
000,8,0,0,0,0,0,1
000,9,0,0,0,0,0,1
000,10,0,0,0,0,0,1
000,11,0,0,0,0,0,1
000,12,0,0,0,0,0,1
000,13,0,0,0,0,0,1
000,14,0,0,0,0,0,1
000,15,0,0,0,0,0,1
000,16,0,0,0,0,0,1
000,17,0,0,0,0,0,1
000,18,0,0,0,0,0,1
000,19,0,0,0,0,0,1
000,20,0,0,0,0,0,1
000,21,1,0,0,0,0,0
000,22,1,0,0,0,0,0
000,23,1,0,0,0,0,0
000,24,1,0,0,0,0,0
000,25,1,0,0,0,0,0
000,26,1,0,0,0,0,0
000,27,1,0,0,0,0,0
000,28,1,0,0,0,0,0
000,29,1,0,0,0,0,0
000,30,1,0,0,0,0,0
000,31,1,0,0,0,0,0
000,32,0,0,1,0,0,0
000,33,0,0,1,0,0,0
000,34,0,0,1,0,0,0
000,35,0,0,1,0,0,0
000,36,0,0,1,0,0,0
000,37,0,0,1,0,0,0
000,38,0,0,1,0,0,0
000,39,0,0,1,0,0,0
000,40,0,0,1,0,0,0
000,41,0,0,1,0,0,0
000,42,0,0,1,0,1,0
000,43,0,0,1,0,1,0
000,44,0,0,1,0,0,0
000,45,0,0,1,0,0,0
000,46,0,0,1,0,0,0
000,47,0,0,1,0,0,0
000,48,0,0,1,0,0,0
000,49,0,0,1,0,0,0
000,50,0,0,1,0,0,0
000,51,0,0,1,0,0,0
000,52,1,0,0,0,0,0
000,53,1,0,0,0,0,0
000,54,1,0,0,0,0,0
000,55,1,0,0,0,0,0
000,56,1,0,0,0,0,0
000,57,1,0,0,0,0,0
000,58,1,0,0,0,0,0
000,59,1,0,0,0,0,0
000,60,1,0,0,0,0,0
000,61,1,0,0,0,0,0
000,62,1,0,0,0,0,0
000,63,1,0,0,0,0,0
000,64,1,0,0,0,0,0
000,65,1,0,0,0,0,0
000,66,1,0,0,0,0,0
000,67,1,0,0,0,0,0
000,68,0,0,1,0,0,0
000,69,0,0,1,0,0,0
000,70,0,0,1,0,0,0
000,71,0,0,1,0,0,0
000,72,0,0,1,0,0,0
000,73,0,0,1,0,0,0
000,74,0,0,1,0,0,0
000,75,0,0,1,0,0,0
000,76,0,0,1,0,0,0
000,77,0,0,1,0,0,0
000,78,0,0,1,0,0,0
000,79,0,0,1,0,0,0
000,80,0,0,1,0,0,0
000,81,0,0,1,0,0,0
000,82,0,0,1,0,0,0
000,83,1,0,0,0,0,0
000,84,1,0,0,0,0,0
000,85,1,0,0,0,0,0
000,86,1,0,0,0,0,0
000,87,1,0,0,0,0,0
000,88,1,0,0,0,0,0
000,89,1,0,0,0,0,0
000,90,1,0,0,0,0,0
000,91,1,0,0,0,0,0
000,92,1,0,0,0,0,0
000,93,1,0,0,0,0,0
000,94,1,0,0,0,0,0
000,95,1,0,0,0,0,0
000,96,1,0,0,0,0,0
000,97,0,0,1,0,0,0
000,98,0,0,1,0,0,0
000,99,0,0,1,0,0,0
000,100,0,0,1,0,0,0
000,101,0,0,1,0,0,0
000,102,0,0,1,0,0,0
000,103,0,0,1,0,0,0
000,104,0,0,1,0,0,0
000,105,0,0,1,0,0,0
000,106,0,0,1,0,0,0
000,107,0,0,1,0,0,0
000,108,0,0,1,0,0,0
000,109,0,0,1,0,0,0
000,110,0,0,1,0,0,0
000,111,1,0,0,0,0,0
000,112,1,0,0,0,0,0
000,113,1,0,0,0,0,0
000,114,1,0,0,0,0,0
000,115,1,0,0,0,0,0
